style,colors,size,category,short_description,long_description,stringified_description,worn_image,basicimg,sale_status
40311,White;Patriot Blue,4;6;8;10;12;14;18;20;22;24;26;16,hudson;boulevard;boulevard shirts;shirts;semi fitted;female;women;3/4 sleeve;business;shirting and tops;mix and match,Womens Hudson 3/4 Sleeve Shirt,"{'sizes': ['4 - 26 (AUS/NZ)', '0 - 22 (CA/US)'], 'fabric': ['100% Cotton', 'Yarn dyed dobby fabric. Breathable and lightweight making it perfect for warmer climates or those after a more cooler shirt. Gentle machine wash and cool iron.'], 'features': ['A wardrobe classic, redefined with a relaxed silhouette and minimal detailing. Constructed from 100% cotton yarn dyed dobby fabric.']}","Sizes: 4 - 26 (AUS/NZ),0 - 22 (CA/US); Fabric: 100% Cotton,Yarn dyed dobby fabric. Breathable and lightweight making it perfect for warmer climates or those after a more cooler shirt. Gentle machine wash and cool iron.; Features: A wardrobe classic, redefined with a relaxed silhouette and minimal detailing. Constructed from 100% cotton yarn dyed dobby fabric.; ",40311_bProduct_White_02_kJ2AOqV.jpg,40311_bProduct_White_02_kJ2AOqV.jpg;40311_bProduct_White_01_0ov33vf.jpg;40311_Talent_White_01_mD1Yr5J.jpg;40311_bProduct_PatriotBlue_01_1HrOHPp.jpg;40311_bProduct_PatriotBlue_02_NjUNEQi.jpg,normal
40320,White;Wine;Patriot Blue,XS;S;M;L;2XL;3XL;XL;4XL;5XL,hudson;boulevard;boulevard shirts;best sellers;executive fit;shirts;male;long sleeve;business;shirting and tops;mix and match;customer service;corporate hospitality;corporate education,Mens Hudson Long Sleeve Shirt,"{'sizes': ['XS - 5XL'], 'fabric': ['100% Cotton', 'Yarn dyed dobby fabric. Breathable and lightweight making it perfect for warmer climates or those after a more cooler shirt. Gentle machine wash and cool iron.'], 'features': ['A wardrobe classic, redefined with a relaxed silhouette and minimal detailing. Constructed from 100% cotton yarn dyed dobby fabric.']}","Sizes: XS - 5XL; Fabric: 100% Cotton,Yarn dyed dobby fabric. Breathable and lightweight making it perfect for warmer climates or those after a more cooler shirt. Gentle machine wash and cool iron.; Features: A wardrobe classic, redefined with a relaxed silhouette and minimal detailing. Constructed from 100% cotton yarn dyed dobby fabric.; ",40320_bProduct_White_02_KEleV1a.jpg,40320_bProduct_White_02_KEleV1a.jpg;40320_bProduct_White_01_2xCcieb.jpg;40320_Talent_White_01_65MJ9Nt.jpg;40320_Talent_Wine_01_R.jpg;40320_Product_Wine_01.jpg;40320_Product_Wine_02.jpg;40320_bProduct_PatriotBlue_02_HmGn7Yb.jpg;40320_bProduct_PatriotBlue_01_yIOAbBj.jpg,new colour
40322,Patriot Blue;White,XS;S;M;L;XL;2XL;4XL;5XL;3XL,hudson;boulevard;boulevard shirts;shirts;executive fit;male;short sleeve;shirting and tops;mix and match,Mens Hudson Short Sleeve Shirt,"{'sizes': ['XS - 5XL'], 'fabric': ['100% Cotton', 'Yarn dyed dobby fabric. Breathable and lightweight making it perfect for warmer climates or those after a more cooler shirt. Gentle machine wash and cool iron.'], 'features': ['A wardrobe classic, redefined with a relaxed silhouette and minimal detailing. Constructed from 100% cotton yarn dyed dobby fabric.']}","Sizes: XS - 5XL; Fabric: 100% Cotton,Yarn dyed dobby fabric. Breathable and lightweight making it perfect for warmer climates or those after a more cooler shirt. Gentle machine wash and cool iron.; Features: A wardrobe classic, redefined with a relaxed silhouette and minimal detailing. Constructed from 100% cotton yarn dyed dobby fabric.; ",40322_bProduct_PatriotBlue_02_OlC2KDm.jpg,40322_bProduct_PatriotBlue_02_OlC2KDm.jpg;40322_bProduct_PatriotBlue_01_9bHMkLD.jpg;40322_Talent_PatriotBlue_01_WG5ar5U.jpg;40322_bProduct_White_01_IwWHcIo.jpg;40322_bProduct_White_02_taj58VU.jpg,normal
42511,French Navy;Purple Reign,4;14;16;18;20;6;24;26;8;10;12;22,newport;boulevard;boulevard shirts;shirts;semi fitted;female;women;3/4 sleeve;business;shirting and tops;mix and match;government and council;corporate office;banking and finance,Womens Newport 3/4 Sleeve Shirt,"{'sizes': ['4 - 26 (AUS/NZ)', '0 - 22 (CA/US)'], 'fabric': ['65% Cotton, 33% Polyester, 2% Elastane', 'Cotton-rich fabric provides a soft hand feel, with the durability of polyester. Yarn dyed gingham check for a premium look, with added Elastane for comfort and stretch. Gentle machine wash and cool iron.'], 'features': ['Yarn dyed Gingham check in a cotton rich fabric. Perfect for those after a premium breathable fabric, with the benefits of easy care and stretch for comfort.', 'Mix and match with white shirts and blouses to add interest to your wardrobe range.']}","Sizes: 4 - 26 (AUS/NZ),0 - 22 (CA/US); Fabric: 65% Cotton, 33% Polyester, 2% Elastane,Cotton-rich fabric provides a soft hand feel, with the durability of polyester. Yarn dyed gingham check for a premium look, with added Elastane for comfort and stretch. Gentle machine wash and cool iron.; Features: Yarn dyed Gingham check in a cotton rich fabric. Perfect for those after a premium breathable fabric, with the benefits of easy care and stretch for comfort.,Mix and match with white shirts and blouses to add interest to your wardrobe range.; ",42511_bProduct_FrenchNavy_02_C8jx0VJ.jpg,42511_bProduct_FrenchNavy_02_C8jx0VJ.jpg;42511_bProduct_FrenchNavy_01_g0GDsVO.jpg;42511_Talent_FrenchNavy_01_LNJ19Ns.jpg;42511_bProduct_PurpleReign_01_QHtLu3w.jpg;42511_bProduct_PurpleReign_02_oxBZk0z.jpg,normal
42512,Purple Reign;French Navy,4;6;8;10;12;14;16;18;20;22;24;26,newport;boulevard;boulevard shirts;shirts;semi fitted;female;women;short sleeve;shirting and tops;mix and match,Womens Newport Short Sleeve Shirt,"{'sizes': ['4 - 26 (AUS/NZ)', '0 - 22 (CA/US)'], 'fabric': ['65% Cotton, 33% Polyester, 2% Elastane', 'Cotton-rich fabric provides a soft hand feel, with the durability of polyester. Yarn dyed gingham check for a premium look, with added Elastane for comfort and stretch. Gentle machine wash and cool iron.'], 'features': ['Yarn dyed Gingham check in a cotton rich fabric. Perfect for those after a premium breathable fabric, with the benefits of easy care and stretch for comfort.', 'Mix and match with white shirts and blouses to add interest to your wardrobe range.']}","Sizes: 4 - 26 (AUS/NZ),0 - 22 (CA/US); Fabric: 65% Cotton, 33% Polyester, 2% Elastane,Cotton-rich fabric provides a soft hand feel, with the durability of polyester. Yarn dyed gingham check for a premium look, with added Elastane for comfort and stretch. Gentle machine wash and cool iron.; Features: Yarn dyed Gingham check in a cotton rich fabric. Perfect for those after a premium breathable fabric, with the benefits of easy care and stretch for comfort.,Mix and match with white shirts and blouses to add interest to your wardrobe range.; ",42512_bProduct_PurpleReign_02_QP9Oxoq.jpg,42512_bProduct_PurpleReign_02_QP9Oxoq.jpg;42512_bProduct_PurpleReign_01_IDajOVz.jpg;42512_bProduct_FrenchNavy_02_V5CJgQi.jpg;42512_bProduct_FrenchNavy_01_Bw4sbxN.jpg;42512_Talent_FrenchNavy_01_qmOEcyk.jpg,normal
42520,French Navy;Purple Reign,3XL;4XL;5XL;L;M;S;XL;2XL;XS,newport;boulevard;boulevard shirts;shirts;best sellers;semi fitted;male;long sleeve;shirting and tops;mix and match,Mens Newport Long Sleeve Shirt,"{'sizes': ['XS - 5XL'], 'fabric': ['65% Cotton, 33% Polyester, 2% Elastane', 'Cotton-rich fabric provides a soft hand feel, with the durability of polyester. Yarn dyed gingham check for a premium look, with added Elastane for comfort and stretch. Gentle machine wash and cool iron.'], 'features': ['Yarn dyed Gingham check in a cotton rich fabric. Perfect for those after a premium breathable fabric, with the benefits of easy care and stretch for comfort.', 'Mix and match with white shirts and blouses to add interest to your Wardrobe range.']}","Sizes: XS - 5XL; Fabric: 65% Cotton, 33% Polyester, 2% Elastane,Cotton-rich fabric provides a soft hand feel, with the durability of polyester. Yarn dyed gingham check for a premium look, with added Elastane for comfort and stretch. Gentle machine wash and cool iron.; Features: Yarn dyed Gingham check in a cotton rich fabric. Perfect for those after a premium breathable fabric, with the benefits of easy care and stretch for comfort.,Mix and match with white shirts and blouses to add interest to your Wardrobe range.; ",42520_bProduct_FrenchNavy_02_vlf1yJv.jpg,42520_bProduct_FrenchNavy_02_vlf1yJv.jpg;42520_bProduct_FrenchNavy_01_Okglnbt.jpg;42520_Talent_FrenchNavy_01_R40agLD.jpg;42520_bProduct_PurpleReign_02_jxs5PYz.jpg;42520_bProduct_PurpleReign_01_4ug4GaH.jpg,normal
42522,French Navy;Purple Reign,XS;S;M;L;XL;2XL;3XL;4XL;5XL,newport;boulevard;boulevard shirts;shirts;semi fitted;male;short sleeve;shirting and tops;mix and match;government and council;corporate office;banking and finance,Mens Newport Short Sleeve Shirt,"{'sizes': ['XS - 5XL'], 'fabric': ['65% Cotton, 33% Polyester, 2% Elastane', 'Cotton-rich fabric provides a soft hand feel, with the durability of polyester. Yarn dyed gingham check for a premium look, with added Elastane for comfort and stretch. Gentle machine wash and cool iron.'], 'features': ['Yarn dyed Gingham check in a cotton rich fabric. Perfect for those after a premium breathable fabric, with the benefits of easy care and stretch for comfort.', 'Mix and match with white shirts and blouses to add interest to your Wardrobe range.']}","Sizes: XS - 5XL; Fabric: 65% Cotton, 33% Polyester, 2% Elastane,Cotton-rich fabric provides a soft hand feel, with the durability of polyester. Yarn dyed gingham check for a premium look, with added Elastane for comfort and stretch. Gentle machine wash and cool iron.; Features: Yarn dyed Gingham check in a cotton rich fabric. Perfect for those after a premium breathable fabric, with the benefits of easy care and stretch for comfort.,Mix and match with white shirts and blouses to add interest to your Wardrobe range.; ",42522_bProduct_FrenchNavy_01_v9PmXZ1.jpg,42522_bProduct_FrenchNavy_01_v9PmXZ1.jpg;42522_Talent_FrenchNavy_01_k1ZJAIC_Y32ZAi3.jpg;42522_bProduct_FrenchNavy_02_ppnoUlo.jpg;42522_bProduct_PurpleReign_02_JWo1A65.jpg;42522_bProduct_PurpleReign_01_eoAlH5r.jpg,normal
43411,French Navy,4;6;8;12;14;16;18;20;22;10;24;26,boulevard;springfield;boulevard shirts;new products;shirts;semi fitted;female;women;3/4 sleeve;shirting and tops;mix and match,Womens Springfield 3/4 Sleeve Shirt,"{'sizes': ['4 - 26 (AUS/NZ)', '0 - 22 (CA/US)'], 'fabric': ['100% Cotton', 'Premium corporate shirting available for men and women. Breathable and lightweight making it perfect for warmer climates or those after a more cooler shirt. Gentle machine wash and cool iron.'], 'features': ['100% Cotton in a yarn dyed layered check design that sets it apart from classic plaid.']}","Sizes: 4 - 26 (AUS/NZ),0 - 22 (CA/US); Fabric: 100% Cotton,Premium corporate shirting available for men and women. Breathable and lightweight making it perfect for warmer climates or those after a more cooler shirt. Gentle machine wash and cool iron.; Features: 100% Cotton in a yarn dyed layered check design that sets it apart from classic plaid.; ",43411_bProduct_FrenchNavy_02_cJSQ3W5.jpg,43411_bProduct_FrenchNavy_02_cJSQ3W5.jpg;43411_bProduct_FrenchNavy_01_IjPtaA4.jpg;43411_Talent_FrenchNavy_01_zp7znrY.jpg,normal
43412,French Navy,6;8;10;12;14;16;18;20;24;26;4;22,boulevard;springfield;boulevard shirts;new products;shirts;semi fitted;female;women;shirting and tops;mix and match;customer service;corporate hospitality;corporate education,Womens Springfield Short Sleeve Shirt,"{'sizes': ['4 - 26 (AUS/NZ)', '0 - 22 (CA/US)'], 'fabric': ['100% Cotton', 'Premium corporate shirting available for men and women. Breathable and lightweight making it perfect for warmer climates or those after a more cooler shirt. Gentle machine wash and cool iron.'], 'features': ['100% Cotton in a yarn dyed layered check design that sets it apart from classic plaid.']}","Sizes: 4 - 26 (AUS/NZ),0 - 22 (CA/US); Fabric: 100% Cotton,Premium corporate shirting available for men and women. Breathable and lightweight making it perfect for warmer climates or those after a more cooler shirt. Gentle machine wash and cool iron.; Features: 100% Cotton in a yarn dyed layered check design that sets it apart from classic plaid.; ",43412_bProduct_FrenchNavy_02_aqbo9vE.jpg,43412_bProduct_FrenchNavy_02_aqbo9vE.jpg;43412_bProduct_FrenchNavy_01_nSmODpt.jpg;43412_Talent_FrenchNavy_01_jDJbdcB.jpg,normal
43420,French Navy,XS;S;L;XL;2XL;3XL;4XL;5XL;M,boulevard;springfield;boulevard shirts;new products;shirts;executive fit;male;shirting and tops;mix and match;customer service;corporate hospitality;corporate education,Mens Springfield Long Sleeve Shirt,"{'sizes': ['XS - 5XL'], 'fabric': ['100% Cotton', 'Premium corporate shirting available for men and women. Breathable and lightweight making it perfect for warmer climates or those after a more cooler shirt. Gentle machine wash and cool iron.'], 'features': ['100% Cotton with a yarn dyed layered check design that sets it apart from classic plaid.']}","Sizes: XS - 5XL; Fabric: 100% Cotton,Premium corporate shirting available for men and women. Breathable and lightweight making it perfect for warmer climates or those after a more cooler shirt. Gentle machine wash and cool iron.; Features: 100% Cotton with a yarn dyed layered check design that sets it apart from classic plaid.; ",43420_bProduct_FrenchNavy_02_3nxRJ4N.jpg,43420_bProduct_FrenchNavy_02_3nxRJ4N.jpg;43420_bProduct_FrenchNavy_01_PsEHmHZ.jpg;43420_Talent_FrenchNavy_01_s8XJX4z.jpg,normal
43422,French Navy,XS;S;M;L;XL;2XL;3XL;4XL;5XL,boulevard;springfield;boulevard shirts;shirts;executive fit;male;shirting and tops;mix and match,Mens Springfield Short Sleeve Shirt,"{'sizes': ['XS - 5XL'], 'fabric': ['100% Cotton', 'Premium corporate shirting available for men and women. Breathable and lightweight making it perfect for warmer climates or those after a more cooler shirt. Gentle machine wash and cool iron.'], 'features': ['100% Cotton with a yarn dyed layered check design that sets it apart from classic plaid.']}","Sizes: XS - 5XL; Fabric: 100% Cotton,Premium corporate shirting available for men and women. Breathable and lightweight making it perfect for warmer climates or those after a more cooler shirt. Gentle machine wash and cool iron.; Features: 100% Cotton with a yarn dyed layered check design that sets it apart from classic plaid.; ",43422_bProduct_FrenchNavy_02_O8EW3Wt.jpg,43422_bProduct_FrenchNavy_02_O8EW3Wt.jpg;43422_bProduct_FrenchNavy_01_JEFk7Y0.jpg;43422_Talent_FrenchNavy_01_TdXKhQ9.jpg,normal
44113,Black;Dark Navy/Ivory;Navy,4;16;18;20;22;6;24;26;8;10;12;14,tops;camille;female;women;short sleeve;shirting and tops;mix and match,Womens Camille Short Sleeve T-Top,"{'sizes': ['4 - 26 (AUS/NZ)'], 'fabric': ['60% Viscose 35% Nylon 5% Elastane', 'Soft knit structured fabric providing stretch and comfort. Easy-care fabric, machine washable with little to no pressing.'], 'features': ['Impeccably cut from a soft Viscose/Nylon blend, with elegant boat neck detailing. A versatile wardrobe essential that’s perfect for layering.']}","Sizes: 4 - 26 (AUS/NZ); Fabric: 60% Viscose 35% Nylon 5% Elastane,Soft knit structured fabric providing stretch and comfort. Easy-care fabric, machine washable with little to no pressing.; Features: Impeccably cut from a soft Viscose/Nylon blend, with elegant boat neck detailing. A versatile wardrobe essential thats perfect for layering.; ",44113_bProduct_Black_02_WygkMu6.jpg,44113_bProduct_Black_02_WygkMu6.jpg;44113_bProduct_Black_01_uxqBgmd.jpg;44113_Talent_Black_01_irT3x8n.jpg;44113_bProduct_DarkNavy_Ivory_02_Lun58pl.jpg;44113_bProduct_DarkNavy_Ivory_01_ORZEDwr.jpg;44113_Talent_DarkNavyIvory_01_tDSK29t.jpg;44113_bProduct_Navy_02_zLPhbLM.jpg;44113_bProduct_Navy_01_no7g7nP.jpg;44113_Talent_Navy_01_FthqdVO.jpg,normal
44210,Ivory;Navy;Black;Lorikeet Green,14;16;18;20;22;6;26;8;10;12;4;24,boulevard;juliette;blouses;female;women;long sleeve;business;shirting and tops;mix and match;government and council;corporate office;banking and finance;tops,Womens Juliette Long Sleeve Blouse,"{'sizes': ['4 - 26 (AUS/NZ)'], 'fabric': ['100% Polyester', 'An opulent lightweight fabric with high drape and soft hand feel of silk. Easy-care, machine washable with little to no pressing required.'], 'features': ['A lightweight fabric with high drape and soft hand feel. Easy care and durable, the Juliette blouse also features inverted back pleat tucks.']}","Sizes: 4 - 26 (AUS/NZ); Fabric: 100% Polyester,An opulent lightweight fabric with high drape and soft hand feel of silk. Easy-care, machine washable with little to no pressing required.; Features: A lightweight fabric with high drape and soft hand feel. Easy care and durable, the Juliette blouse also features inverted back pleat tucks.; ",44210_bProduct_Ivory_02_w68Z4uY.jpg,44210_bProduct_Ivory_02_w68Z4uY.jpg;44210_bProduct_Ivory_01_Y1CE2hi.jpg;44210_Talent_Ivory_01_URcrbsB.jpg;44210_bProduct_Navy_01_TM6KzdM.jpg;44210_Talent_Navy_01_av0mTNw.jpg;44210_bProduct_Navy_02_iJ3anXS.jpg;44210_Talent_Navy_02_R.jpg;44210_bProduct_Black_02_PsTm8lU.jpg;44210_bProduct_Black_01_ZE69xwP.jpg;44210_Talent_Black_01_vTmYWV8.jpg;44210_Talent_Black_02_OrqpFYB.jpg;44210_bProduct_LorikeetGreen_02_LYVRwTy.jpg;44210_bProduct_LorikeetGreen_01_RzIJ4ty.jpg;44210_Talent_LorikeetGreen_01_Xb7rap5.jpg,normal
44412,Ivory;Black;Aqua;Navy,4;6;8;10;12;14;16;18;20;22;24;26,tops;boulevard;blaise;female;women;short sleeve;shirting and tops;mix and match;customer service;corporate hospitality;corporate education,Womens Blaise Short Sleeve Top,"{'sizes': ['4 - 26 (AUS/NZ)'], 'fabric': ['95% Polyester 5% Elastane', 'Jersey knit structure provides stretch and comfort, combined with durable and easy-care properties, making this fabric a wardrobe essential. Machine washable with little to no pressing required.'], 'features': ['Soft silhouettes in a luxe Jersey Knit fabric, with stretch for comfort and easy-care properties.', 'This short-sleeved style has a classic crew neckline with pleat details, it’s designed to be a semi-fitted top. Wear yours tucked in or out.']}","Sizes: 4 - 26 (AUS/NZ); Fabric: 95% Polyester 5% Elastane,Jersey knit structure provides stretch and comfort, combined with durable and easy-care properties, making this fabric a wardrobe essential. Machine washable with little to no pressing required.; Features: Soft silhouettes in a luxe Jersey Knit fabric, with stretch for comfort and easy-care properties.,This short-sleeved style has a classic crew neckline with pleat details, its designed to be a semi-fitted top. Wear yours tucked in or out.; ",44412_bProduct_Ivory_02_xUHPFs8.jpg,44412_bProduct_Ivory_02_xUHPFs8.jpg;44412_bProduct_Ivory_01_tTB4Qgj.jpg;44412_Talent_Ivory_01_4khsZtc.jpg;44412_bProduct_Black_02_4HGLSL2.jpg;44412_bProduct_Black_01_fJNWkle.jpg;44412_Talent_Black_01_TgEzRHH.jpg;44412_bProduct_Aqua_02_t6gJrbe.jpg;44412_bProduct_Aqua_01_iFFjWtT.jpg;44412_Talent_Aqua_01_3wWLS33.jpg;44412_bProduct_Navy_02_C8nXFx4.jpg;44412_bProduct_Navy_01_lpeNUyk.jpg;44412_Talent_Navy_01_cqdPCRR.jpg,normal
60112,Black;Navy,4;6;8;10;12;14;16;18;20;24;26;22,jackets;cool stretch plain;regular fit;female;women;long sleeve;separate suiting;mix and match;suiting;government and council;corporate office;customer service,Womens Cool Stretch Longline Jacket,"{'sizes': ['4 - 26 (AUS/NZ)', '0 - 22 (CA/US)'], 'fabric': ['92% Polyester 8% Bamboo Charcoal', 'Versatile and durable suiting fabric. Breathable fabric perfect for warmer climates keeping you cool and dry. Mechanical stretch for extra comfort and anti-bacterial finish to eliminate odour.'], 'features': ['Designed to be longer in length. Fully lined with one internal pocket, two front pockets and embroidery access zip.']}","Sizes: 4 - 26 (AUS/NZ),0 - 22 (CA/US); Fabric: 92% Polyester 8% Bamboo Charcoal,Versatile and durable suiting fabric. Breathable fabric perfect for warmer climates keeping you cool and dry. Mechanical stretch for extra comfort and anti-bacterial finish to eliminate odour.; Features: Designed to be longer in length. Fully lined with one internal pocket, two front pockets and embroidery access zip.; ",60112_bProduct_Black_01_YGaRQkp.jpg,60112_bProduct_Black_01_YGaRQkp.jpg;60112_bProduct_Black_02_IXUw2KE.jpg;60112_bProduct_Navy_02_ozaIuIk.jpg;60112_bProduct_Navy_01_l75aPsy.jpg;60112_Talent_Navy_01_E2PAgFU.jpg,normal
60113,Navy;Black,4;6;8;10;12;14;18;20;22;24;26;16,jackets;cool stretch plain;regular fit;female;women;long sleeve;separate suiting;mix and match;suiting,Womens Cool Stretch Short Jacket with Reverse Lapel,"{'sizes': ['4 - 26 (AUS/NZ)', '0 - 22 (CA/US)'], 'fabric': ['92% Polyester 8% Bamboo Charcoal', 'Versatile and durable suiting fabric. Breathable fabric perfect for warmer climates keeping you cool and dry. Mechanical stretch for extra comfort and anti-bacterial finish to eliminate odour.'], 'features': ['Elegant and on-trend styling will make you stand out from the crowd with this jacket. Fully lined, with internal pocket and embroidery access zip.']}","Sizes: 4 - 26 (AUS/NZ),0 - 22 (CA/US); Fabric: 92% Polyester 8% Bamboo Charcoal,Versatile and durable suiting fabric. Breathable fabric perfect for warmer climates keeping you cool and dry. Mechanical stretch for extra comfort and anti-bacterial finish to eliminate odour.; Features: Elegant and on-trend styling will make you stand out from the crowd with this jacket. Fully lined, with internal pocket and embroidery access zip.; ",60113_bProduct_Navy_01_2h59e0b.jpg,60113_bProduct_Navy_01_2h59e0b.jpg;60113_bProduct_Navy_02_dGxw4Bl.jpg;60113_bProduct_Black_01_HDMaW3K.jpg;60113_bProduct_Black_02_OalKmRr.jpg;60113_Talent_Black_01_3G1AOun.jpg,normal
60119,Navy;Charcoal;Black,4;14;16;18;20;22;6;26;8;12;10;24,jackets;new products;cool stretch plain;modern fit;female;women;separate suiting;suiting;mix and match,Womens Cool Stretch 2 Button Mid Length Jacket,"{'sizes': ['4 - 26 (AUS/NZ)', '0 - 22 (CA/US)'], 'fabric': ['92% Polyester 8% Bamboo Charcoal', 'Versatile and durable suiting fabric. Breathable fabric perfect for warmer climates keeping you cool and dry. Mechanical stretch for extra comfort and anti-bacterial finish to eliminate odour.'], 'features': ['Contemporary styling with refined sleeve and shoulder shape. Fully lined with one internal pocket, two front pockets and embroidery access zip.']}","Sizes: 4 - 26 (AUS/NZ),0 - 22 (CA/US); Fabric: 92% Polyester 8% Bamboo Charcoal,Versatile and durable suiting fabric. Breathable fabric perfect for warmer climates keeping you cool and dry. Mechanical stretch for extra comfort and anti-bacterial finish to eliminate odour.; Features: Contemporary styling with refined sleeve and shoulder shape. Fully lined with one internal pocket, two front pockets and embroidery access zip.; ",60119_bProduct_Navy_03_jeU5OEJ.jpg,60119_bProduct_Navy_03_jeU5OEJ.jpg;60119_bProduct_Navy_01_C4xzLFV.jpg;60119_bProduct_Navy_02_wYpkWaR.jpg;60119_bProduct_Charcoal_01_E0CZYsp.jpg;60119_bProduct_Charcoal_02_RaMdVYD.jpg;60119_bProduct_Black_01_58o4p9W.jpg;60119_bProduct_Black_02_uWRgXgQ.jpg;60119_Talent_Black_01_Rx7mo0A.jpg,normal
60717,Black;Marine,4;6;8;10;12;14;16;20;22;24;26;18,jackets;siena suiting;female;women;separate suiting;mix and match;suiting,Womens Siena Longline Jacket,"{'sizes': ['4 - 26 (AUS/NZ)'], 'fabric': ['79% Polyester 17% Viscose 4% Elastane', 'A lightweight easy care fabric that is soft, and durable. Contains stretch for comfort and Viscose for breathability. Suitable for both functional and corporate roles.'], 'features': ['Peak lapels, single-breasted front and stretch lining. Suitable for most body shapes.']}","Sizes: 4 - 26 (AUS/NZ); Fabric: 79% Polyester 17% Viscose 4% Elastane,A lightweight easy care fabric that is soft, and durable. Contains stretch for comfort and Viscose for breathability. Suitable for both functional and corporate roles.; Features: Peak lapels, single-breasted front and stretch lining. Suitable for most body shapes.; ",60717_bProduct_Black_02_YwNgeg2.jpg,60717_bProduct_Black_02_YwNgeg2.jpg;60717_bProduct_Black_01_lgfzjC9.jpg;60717_Talent_Black_01_O81pDSJ.jpg;60717_bProduct_Marine_02_Kze59si.jpg;60717_bProduct_Marine_01_S87Urd3.jpg,normal
